Customer ID,,,,Age
100000001,,,,21
400000002,,,,34
100000003,,,,46
300000004,,,,32
100000005,,,,38
300000006,,,,30
100000007,,,,34
200000008,,,,48
300000009,,,,33
100000010,,,,42
100000011,,,,40
100000012,,,,39
100000013,,,,24
200000014,,,,46
300000015,,,,36
100000016,,,,42
200000017,,,,31
200000018,,,,42
100000019,,,,40
100000020,,,,46
300000021,,,,37
200000022,,,,58
300000023,,,,41
200000024,,,,52
100000025,,,,38
200000026,,,,55
400000027,,,,37
100000028,,,,33
200000029,,,,50
100000030,,,,42
100000031,,,,25
300000032,,,,30
200000033,,,,58
100000034,,,,26
100000035,,,,34
100000036,,,,36
100000037,,,,33
100000038,,,,31
200000039,,,,35
200000040,,,,59
100000041,,,,27
100000042,,,,35
200000043,,,,49
400000044,,,,22
100000045,,,,53
200000046,,,,47
200000047,,,,32
400000048,,,,19
100000049,,,,27
100000050,,,,39
100000051,,,,29
100000052,,,,31
100000053,,,,37
100000054,,,,32
100000055,,,,24
100000056,,,,40
100000057,,,,33
100000058,,,,44
100000059,,,,39
100000060,,,,47
100000061,,,,35
100000062,,,,47
100000063,,,,47
100000064,,,,39
200000065,,,,50
200000066,,,,43
200000067,,,,47
200000068,,,,61
200000069,,,,53
200000070,,,,45
200000071,,,,49
200000072,,,,51
300000073,,,,36
300000074,,,,45
400000075,,,,30
200000076,,,,44
100000077,,,,38
100000078,,,,36
300000079,,,,23
100000080,,,,34
100000081,,,,36
100000082,,,,20
100000083,,,,31
100000084,,,,42
100000085,,,,38
100000086,,,,39
100000087,,,,41
100000088,,,,24
100000089,,,,24
100000090,,,,35
100000091,,,,35
100000092,,,,26
100000093,,,,23
100000094,,,,38
100000095,,,,30
100000096,,,,28
100000097,,,,38
100000098,,,,36
200000099,,,,40
200000100,,,,56
200000101,,,,51
200000102,,,,44
200000103,,,,55
200000104,,,,57
200000105,,,,48
200000106,,,,54
200000107,,,,36
200000108,,,,48
200000109,,,,63
200000110,,,,63
300000111,,,,25
300000112,,,,26
400000113,,,,29
400000114,,,,18
400000115,,,,43
100000116,,,,36
100000117,,,,40
200000118,,,,52
100000119,,,,18
100000120,,,,31
100000121,,,,37
100000122,,,,25
100000123,,,,50
100000124,,,,39
100000125,,,,27
100000126,,,,42
100000127,,,,27
100000128,,,,41
100000129,,,,47
100000130,,,,27
100000131,,,,41
100000132,,,,20
100000133,,,,38
100000134,,,,34
100000135,,,,42
100000136,,,,26
100000137,,,,43
100000138,,,,37
100000139,,,,40
200000140,,,,57
100000141,,,,45
100000142,,,,23
100000143,,,,45
100000144,,,,26
100000145,,,,37
100000146,,,,41
100000147,,,,33
100000148,,,,37
100000149,,,,33
100000150,,,,29
100000151,,,,33
100000152,,,,32
100000153,,,,36
100000154,,,,46
100000155,,,,33
100000156,,,,24
100000157,,,,32
100000158,,,,26
100000159,,,,30
100000160,,,,38
100000161,,,,42
100000162,,,,36
100000163,,,,39
200000164,,,,59
200000165,,,,52
200000166,,,,51
300000167,,,,24
300000168,,,,30
100000169,,,,39
100000170,,,,32
100000171,,,,38
100000172,,,,42
100000173,,,,26
100000174,,,,31
100000175,,,,31
100000176,,,,25
100000177,,,,35
100000178,,,,33
100000179,,,,24
400000180,,,,29
100000181,,,,32
100000182,,,,36
100000183,,,,31
100000184,,,,33
100000185,,,,40
200000186,,,,51
100000187,,,,46
100000188,,,,29
100000189,,,,40
100000190,,,,25
200000191,,,,51
100000192,,,,39
100000193,,,,44
100000194,,,,40
100000195,,,,35
100000196,,,,32
100000197,,,,38
100000198,,,,29
100000199,,,,31
100000200,,,,47
100000201,,,,34
100000202,,,,37
100000203,,,,40
100000204,,,,26
100000205,,,,25
100000206,,,,36
100000207,,,,41
100000208,,,,39
100000209,,,,39
200000210,,,,44
100000211,,,,39
100000212,,,,34
100000213,,,,29
100000214,,,,21
100000215,,,,39
100000216,,,,38
100000217,,,,28
100000218,,,,29
100000219,,,,25
100000220,,,,38
100000221,,,,45
100000222,,,,33
100000223,,,,32
100000224,,,,43
100000225,,,,31
100000226,,,,40
100000227,,,,29
100000228,,,,37
100000229,,,,36
100000230,,,,42
100000231,,,,45
100000232,,,,41
100000233,,,,42
100000234,,,,42
100000235,,,,40
100000236,,,,43
100000237,,,,43
300000238,,,,27
100000239,,,,35
100000240,,,,32
100000241,,,,43
100000242,,,,34
100000243,,,,47
100000244,,,,39
100000245,,,,31
100000246,,,,30
100000247,,,,33
100000248,,,,37
100000249,,,,43
100000250,,,,30
100000251,,,,33
100000252,,,,30
100000253,,,,29
100000254,,,,34
100000255,,,,36
200000256,,,,46
200000257,,,,36
200000258,,,,54
200000259,,,,50
200000260,,,,45
200000261,,,,47
200000262,,,,59
200000263,,,,41
200000264,,,,48
200000265,,,,52
200000266,,,,28
200000267,,,,55
300000268,,,,28
300000269,,,,42
300000270,,,,63
300000271,,,,30
400000272,,,,25
100000273,,,,41
100000274,,,,34
100000275,,,,42
100000276,,,,30
100000277,,,,37
100000278,,,,30
100000279,,,,42
100000280,,,,31
100000281,,,,37
100000282,,,,29
100000283,,,,34
100000284,,,,30
100000285,,,,34
100000286,,,,31
100000287,,,,41
100000288,,,,37
100000289,,,,32
100000290,,,,40
100000291,,,,21
100000292,,,,40
100000293,,,,45
100000294,,,,27
200000295,,,,45
100000296,,,,31
100000297,,,,33
100000298,,,,26
100000299,,,,40
200000300,,,,53
200000301,,,,41
300000302,,,,30
100000303,,,,42
100000304,,,,42
100000305,,,,29
100000306,,,,32
100000307,,,,33
100000308,,,,43
100000309,,,,30
100000310,,,,33
100000311,,,,30
100000312,,,,45
100000313,,,,40
100000314,,,,31
100000315,,,,27
100000316,,,,37
100000317,,,,35
100000318,,,,43
100000319,,,,30
100000320,,,,34
100000321,,,,43
100000322,,,,30
100000323,,,,21
100000324,,,,54
100000325,,,,35
100000326,,,,42
100000327,,,,40
100000328,,,,34
100000329,,,,37
100000330,,,,31
100000331,,,,44
100000332,,,,34
200000333,,,,54
100000334,,,,33
100000335,,,,42
100000336,,,,36
100000337,,,,22
100000338,,,,42
200000339,,,,58
300000340,,,,20
100000341,,,,29
100000342,,,,38
100000343,,,,33
100000344,,,,35
100000345,,,,36
100000346,,,,31
200000347,,,,56
200000348,,,,51
200000349,,,,55
200000350,,,,61
300000351,,,,38
200000352,,,,51
200000353,,,,58
200000354,,,,42
200000355,,,,46
200000356,,,,42
300000357,,,,27
300000358,,,,28
400000359,,,,17
100000360,,,,44
200000361,,,,45
200000362,,,,52
200000363,,,,45
300000364,,,,34
300000365,,,,28
300000366,,,,35
300000367,,,,32
400000368,,,,31
100000369,,,,38
200000370,,,,62
200000371,,,,44
200000372,,,,54
200000373,,,,39
300000374,,,,19
300000375,,,,44
400000376,,,,28
100000377,,,,49
100000378,,,,18
100000379,,,,38
100000380,,,,39
100000381,,,,41
100000382,,,,45
100000383,,,,32
200000384,,,,42
200000385,,,,41
200000386,,,,51
200000387,,,,56
200000388,,,,58
200000389,,,,38
200000390,,,,46
200000391,,,,61
300000392,,,,44
300000393,,,,34
300000394,,,,42
300000395,,,,32
400000396,,,,32
400000397,,,,36
400000398,,,,37
400000399,,,,23
100000400,,,,35
100000401,,,,41
100000402,,,,32
100000403,,,,39
100000404,,,,38
100000405,,,,36
200000406,,,,39
200000407,,,,48
200000408,,,,55
300000409,,,,45
300000410,,,,32
300000411,,,,38
100000412,,,,18
100000413,,,,24
200000414,,,,45
200000415,,,,45
200000416,,,,46
200000417,,,,37
300000418,,,,44
400000419,,,,25
100000420,,,,32
100000421,,,,30
100000422,,,,35
100000423,,,,27
200000424,,,,53
200000425,,,,45
200000426,,,,55
300000427,,,,24
300000428,,,,49
300000429,,,,37
300000430,,,,26
400000431,,,,29
400000432,,,,29
400000433,,,,27
400000434,,,,27
100000435,,,,35
100000436,,,,24
100000437,,,,31
200000438,,,,60
300000439,,,,26
300000440,,,,23
400000441,,,,21
400000442,,,,33
100000443,,,,27
100000444,,,,41
100000445,,,,43
100000446,,,,37
200000447,,,,33
200000448,,,,41
400000449,,,,30
400000450,,,,39
100000451,,,,36
100000452,,,,40
100000453,,,,23
100000454,,,,26
100000455,,,,35
100000456,,,,51
200000457,,,,48
200000458,,,,59
200000459,,,,43
200000460,,,,54
200000461,,,,52
200000462,,,,52
200000463,,,,46
200000464,,,,57
200000465,,,,42
300000466,,,,39
300000467,,,,20
300000468,,,,45
300000469,,,,38
400000470,,,,27
400000471,,,,35
400000472,,,,23
400000473,,,,32
400000474,,,,33
100000475,,,,37
100000476,,,,33
100000477,,,,31
100000478,,,,33
200000479,,,,43
200000480,,,,45
200000481,,,,48
200000482,,,,53
200000483,,,,47
200000484,,,,39
200000485,,,,54
200000486,,,,53
300000487,,,,19
400000488,,,,35
100000489,,,,41
200000490,,,,58
200000491,,,,46
200000492,,,,50
200000493,,,,49
300000494,,,,41
300000495,,,,40
300000496,,,,41
400000497,,,,26
100000498,,,,37
100000499,,,,42
100000500,,,,32
100000501,,,,42
100000502,,,,18
200000503,,,,51
200000504,,,,51
200000505,,,,42
200000506,,,,53
200000507,,,,51
200000508,,,,47
300000509,,,,31
300000510,,,,27
300000511,,,,51
300000512,,,,57
400000513,,,,20
400000514,,,,35
400000515,,,,26
400000516,,,,29
400000517,,,,37
100000518,,,,35
100000519,,,,19
100000520,,,,42
100000521,,,,23
200000522,,,,41
200000523,,,,50
300000524,,,,31
300000525,,,,23
300000526,,,,40
300000527,,,,32
300000528,,,,30
300000529,,,,24
300000530,,,,36
300000531,,,,23
200000532,,,,53
200000533,,,,56
200000534,,,,62
200000535,,,,46
200000536,,,,47
200000537,,,,50
200000538,,,,44
300000539,,,,23
400000540,,,,31
400000541,,,,30
100000542,,,,31
100000543,,,,35
100000544,,,,29
100000545,,,,36
100000546,,,,24
100000547,,,,40
200000548,,,,63
200000549,,,,55
300000550,,,,34
300000551,,,,35
300000552,,,,38
300000553,,,,33
400000554,,,,26
400000555,,,,38
400000556,,,,38
400000557,,,,23
100000558,,,,42
100000559,,,,34
100000560,,,,34
100000561,,,,30
100000562,,,,27
100000563,,,,52
100000564,,,,27
100000565,,,,31
100000566,,,,36
100000567,,,,26
100000568,,,,35
100000569,,,,39
100000570,,,,34
100000571,,,,31
100000572,,,,51
100000573,,,,35
100000574,,,,25
100000575,,,,20
100000576,,,,26
100000577,,,,43
100000578,,,,33
200000579,,,,47
200000580,,,,52
200000581,,,,46
200000582,,,,42
200000583,,,,56
200000584,,,,44
200000585,,,,58
200000586,,,,44
200000587,,,,51
200000588,,,,46
200000589,,,,43
200000590,,,,53
200000591,,,,41
300000592,,,,27
300000593,,,,33
300000594,,,,39
300000595,,,,34
300000596,,,,36
300000597,,,,36
300000598,,,,39
300000599,,,,33
400000600,,,,24
400000601,,,,32
400000602,,,,24
100000603,,,,31
100000604,,,,31
100000605,,,,45
100000606,,,,42
200000607,,,,45
200000608,,,,44
200000609,,,,58
200000610,,,,52
300000611,,,,36
300000612,,,,24
300000613,,,,31
300000614,,,,38
300000615,,,,42
100000616,,,,40
100000617,,,,32
100000618,,,,42
200000619,,,,49
200000620,,,,51
200000621,,,,51
200000622,,,,49
200000623,,,,53
300000624,,,,40
400000625,,,,22
100000626,,,,36
100000627,,,,44
100000628,,,,33
200000629,,,,48
200000630,,,,51
200000631,,,,57
200000632,,,,64
300000633,,,,42
300000634,,,,50
300000635,,,,34
300000636,,,,30
300000637,,,,40
400000638,,,,46
400000639,,,,28
100000640,,,,38
100000641,,,,38
100000642,,,,29
100000643,,,,32
200000644,,,,48
200000645,,,,47
200000646,,,,50
200000647,,,,50
200000648,,,,52
200000649,,,,53
300000650,,,,26
300000651,,,,46
300000652,,,,34
400000653,,,,35
400000654,,,,25
100000655,,,,30
100000656,,,,32
100000657,,,,48
200000658,,,,45
200000659,,,,52
200000660,,,,53
200000661,,,,51
200000662,,,,48
200000663,,,,52
200000664,,,,38
200000665,,,,48
300000666,,,,35
300000667,,,,35
300000668,,,,33
200000669,,,,52
200000670,,,,42
200000671,,,,61
200000672,,,,59
200000673,,,,53
200000674,,,,55
300000675,,,,26
400000676,,,,22
100000677,,,,41
100000678,,,,25
100000679,,,,29
100000680,,,,40
200000681,,,,52
200000682,,,,37
200000683,,,,60
200000684,,,,23
300000685,,,,42
300000686,,,,34
300000687,,,,36
300000688,,,,33
300000689,,,,33
400000690,,,,42
400000691,,,,18
400000692,,,,34
100000693,,,,32
100000694,,,,29
100000695,,,,45
200000696,,,,44
200000697,,,,45
200000698,,,,45
200000699,,,,60
200000700,,,,58
200000701,,,,48
300000702,,,,31
300000703,,,,34
300000704,,,,40
300000705,,,,34
400000706,,,,28
100000707,,,,29
100000708,,,,32
100000709,,,,38
100000710,,,,39
200000711,,,,53
200000712,,,,54
200000713,,,,54
200000714,,,,45
200000715,,,,56
200000716,,,,59
300000717,,,,30
300000718,,,,32
300000719,,,,32
400000720,,,,26
400000721,,,,33
100000722,,,,36
100000723,,,,43
100000724,,,,41
200000725,,,,59
200000726,,,,43
200000727,,,,53
200000728,,,,63
300000729,,,,34
300000730,,,,33
300000731,,,,31
300000732,,,,40
300000733,,,,47
300000734,,,,45
300000735,,,,28
300000736,,,,33
400000737,,,,38
400000738,,,,20
400000739,,,,31
400000740,,,,29
400000741,,,,38
100000742,,,,34
100000743,,,,47
100000744,,,,38
100000745,,,,46
100000746,,,,34
200000747,,,,47
200000748,,,,51
200000749,,,,36
200000750,,,,43
200000751,,,,22
300000752,,,,35
300000753,,,,34
400000754,,,,25
400000755,,,,19
400000756,,,,37
400000757,,,,45
400000758,,,,26
400000759,,,,37
100000760,,,,40
100000761,,,,38
200000762,,,,52
200000763,,,,46
200000764,,,,48
200000765,,,,44
200000766,,,,45
300000767,,,,34
300000768,,,,39
400000769,,,,24
400000770,,,,22
100000771,,,,44
100000772,,,,32
100000773,,,,45
200000774,,,,34
200000775,,,,37
300000776,,,,32
300000777,,,,22
300000778,,,,28
300000779,,,,36
400000780,,,,31
100000781,,,,32
100000782,,,,31
100000783,,,,48
200000784,,,,47
200000785,,,,53
300000786,,,,36
300000787,,,,38
100000788,,,,47
100000789,,,,22
100000790,,,,51
200000791,,,,45
200000792,,,,55
200000793,,,,47
300000794,,,,41
400000795,,,,31
100000796,,,,28
100000797,,,,29
100000798,,,,27
200000799,,,,45
200000800,,,,39
200000801,,,,53
200000802,,,,54
200000803,,,,49
200000804,,,,46
200000805,,,,52
100000806,,,,39
100000807,,,,39
100000808,,,,41
100000809,,,,29
200000810,,,,48
200000811,,,,52
300000812,,,,23
300000813,,,,33
300000814,,,,33
300000815,,,,29
100000816,,,,45
100000817,,,,34
100000818,,,,47
200000819,,,,55
200000820,,,,52
200000821,,,,53
300000822,,,,34
100000823,,,,36
100000824,,,,34
100000825,,,,33
100000826,,,,35
100000827,,,,31
200000828,,,,45
400000829,,,,29
400000830,,,,21
100000831,,,,37
100000832,,,,36
200000833,,,,54
200000834,,,,42
100000835,,,,40
100000836,,,,35
400000837,,,,29
100000838,,,,25
100000839,,,,44
100000840,,,,32
100000841,,,,42
200000842,,,,64
200000843,,,,49
200000844,,,,35
300000845,,,,45
100000846,,,,46
100000847,,,,29
100000848,,,,27
100000849,,,,25
100000850,,,,36
100000851,,,,32
300000852,,,,53
100000853,,,,36
100000854,,,,42
200000855,,,,40
200000856,,,,41
300000857,,,,25
100000858,,,,45
100000859,,,,33
100000860,,,,38
100000861,,,,47
100000862,,,,31
200000863,,,,42
200000864,,,,58
200000865,,,,43
200000866,,,,56
100000867,,,,38
100000868,,,,44
100000869,,,,34
100000870,,,,38
100000871,,,,40
100000872,,,,46
100000873,,,,30
100000874,,,,34
100000875,,,,47
100000876,,,,35
100000877,,,,34
100000878,,,,22
100000879,,,,31
100000880,,,,31
100000881,,,,38
100000882,,,,23
100000883,,,,42
100000884,,,,24
100000885,,,,45
200000886,,,,54
200000887,,,,38
300000888,,,,26
100000889,,,,37
100000890,,,,26
100000891,,,,32
100000892,,,,27
100000893,,,,41
100000894,,,,39
100000895,,,,33
200000896,,,,59
200000897,,,,49
100000898,,,,47
100000899,,,,40
100000900,,,,34
100000901,,,,38
100000902,,,,37
200000903,,,,43
200000904,,,,52
300000905,,,,29
100000906,,,,31
100000907,,,,47
100000908,,,,31
200000909,,,,44
200000910,,,,43
200000911,,,,48
200000912,,,,56
300000913,,,,39
400000914,,,,25
400000915,,,,26
400000916,,,,35
100000917,,,,34
100000918,,,,24
100000919,,,,28
100000920,,,,23
100000921,,,,43
100000922,,,,30
100000923,,,,40
200000924,,,,60
100000925,,,,34
100000926,,,,49
100000927,,,,37
100000928,,,,30
100000929,,,,35
100000930,,,,35
100000931,,,,42
100000932,,,,30
100000933,,,,32
100000934,,,,35
100000935,,,,32
100000936,,,,36
100000937,,,,28
200000938,,,,52
200000939,,,,42
200000940,,,,58
200000941,,,,48
200000942,,,,40
200000943,,,,47
200000944,,,,47
200000945,,,,62
200000946,,,,53
200000947,,,,56
200000948,,,,53
200000949,,,,50
200000950,,,,55
300000951,,,,36
300000952,,,,40
300000953,,,,41
300000954,,,,33
400000955,,,,41
400000956,,,,22
100000957,,,,38
100000958,,,,33
100000959,,,,26
100000960,,,,36
200000961,,,,49
200000962,,,,50
200000963,,,,56
200000964,,,,59
200000965,,,,52
300000966,,,,38
300000967,,,,42
100000968,,,,38
100000969,,,,21
100000970,,,,32
100000971,,,,23
100000972,,,,32
100000973,,,,25
200000974,,,,58
200000975,,,,43
200000976,,,,61
200000977,,,,43
300000978,,,,45
300000979,,,,28
100000980,,,,19
100000981,,,,31
100000982,,,,34
200000983,,,,37
200000984,,,,57
200000985,,,,56
200000986,,,,56
200000987,,,,42
400000988,,,,39
100000989,,,,34
100000990,,,,43
100000991,,,,33
200000992,,,,43
300000993,,,,33
300000994,,,,35
100000995,,,,29
100000996,,,,34
100000997,,,,44
100000998,,,,36
200000999,,,,60
400001000,,,,29
400001001,,,,31
100001002,,,,29
100001003,,,,32
100001004,,,,21
100001005,,,,38
100001006,,,,27
100001007,,,,47
300001008,,,,33
300001009,,,,31
300001010,,,,36
100001011,,,,39
100001012,,,,37
100001013,,,,38
100001014,,,,41
100001015,,,,24
100001016,,,,37
100001017,,,,33
100001018,,,,32
200001019,,,,60
200001020,,,,55
200001021,,,,57
400001022,,,,38
100001023,,,,42
100001024,,,,36
100001025,,,,40
100001026,,,,25
100001027,,,,33
100001028,,,,46
100001029,,,,38
200001030,,,,58
200001031,,,,48
200001032,,,,41
300001033,,,,46
300001034,,,,35
400001035,,,,27
100001036,,,,40
100001037,,,,41
100001038,,,,37
100001039,,,,31
100001040,,,,28
100001041,,,,41
200001042,,,,45
200001043,,,,49
200001044,,,,52
200001045,,,,51
200001046,,,,47
300001047,,,,33
300001048,,,,38
100001049,,,,30
100001050,,,,30
100001051,,,,47
200001052,,,,48
200001053,,,,38
100001054,,,,43
100001055,,,,40
100001056,,,,36
100001057,,,,26
100001058,,,,36
200001059,,,,51
200001060,,,,46
200001061,,,,49
200001062,,,,54
300001063,,,,37
300001064,,,,42
100001065,,,,30
100001066,,,,51
100001067,,,,28
100001068,,,,35
200001069,,,,57
200001070,,,,62
200001071,,,,51
400001072,,,,39
100001073,,,,37
100001074,,,,37
100001075,,,,27
100001076,,,,32
200001077,,,,48
200001078,,,,47
300001079,,,,36
300001080,,,,44
300001081,,,,38
400001082,,,,32
100001083,,,,41
100001084,,,,44
100001085,,,,41
200001086,,,,47
200001087,,,,59
200001088,,,,43
100001089,,,,36
100001090,,,,25
100001091,,,,45
100001092,,,,35
100001093,,,,31
100001094,,,,30
100001095,,,,45
100001096,,,,35
100001097,,,,36
100001098,,,,24
200001099,,,,48
200001100,,,,48
200001101,,,,56
200001102,,,,60
200001103,,,,42
300001104,,,,44
300001105,,,,33
100001106,,,,29
100001107,,,,33
100001108,,,,27
100001109,,,,33
100001110,,,,35
100001111,,,,26
100001112,,,,33
100001113,,,,42
100001114,,,,33
200001115,,,,48
200001116,,,,58
200001117,,,,42
200001118,,,,61
300001119,,,,35
300001120,,,,38
100001121,,,,29
100001122,,,,39
100001123,,,,43
100001124,,,,35
100001125,,,,31
100001126,,,,49
200001127,,,,33
200001128,,,,46
200001129,,,,44
300001130,,,,36
300001131,,,,32
100001132,,,,33
100001133,,,,22
100001134,,,,36
100001135,,,,46
200001136,,,,38
200001137,,,,57
200001138,,,,46
300001139,,,,42
400001140,,,,31
100001141,,,,27
100001142,,,,35
100001143,,,,34
100001144,,,,43
100001145,,,,32
200001146,,,,46
200001147,,,,50
200001148,,,,60
200001149,,,,31
200001150,,,,60
300001151,,,,44
100001152,,,,41
100001153,,,,47
100001154,,,,32
100001155,,,,40
100001156,,,,45
100001157,,,,40
100001158,,,,35
100001159,,,,32
200001160,,,,41
200001161,,,,49
200001162,,,,47
200001163,,,,52
200001164,,,,43
300001165,,,,35
100001166,,,,36
100001167,,,,35
100001168,,,,55
100001169,,,,34
100001170,,,,36
100001171,,,,41
100001172,,,,30
100001173,,,,32
100001174,,,,33
100001175,,,,35
100001176,,,,32
100001177,,,,28
100001178,,,,22
200001179,,,,43
200001180,,,,51
200001181,,,,46
200001182,,,,24
200001183,,,,41
300001184,,,,44
300001185,,,,29
300001186,,,,26
400001187,,,,42
100001188,,,,34
100001189,,,,32
100001190,,,,26
100001191,,,,23
100001192,,,,28
100001193,,,,22
100001194,,,,18
100001195,,,,32
100001196,,,,37
100001197,,,,42
200001198,,,,55
200001199,,,,48
200001200,,,,55
200001201,,,,48
200001202,,,,52
300001203,,,,43
300001204,,,,42
300001205,,,,42
100001206,,,,30
100001207,,,,35
100001208,,,,34
100001209,,,,18
100001210,,,,30
100001211,,,,40
100001212,,,,39
100001213,,,,33
200001214,,,,58
200001215,,,,56
300001216,,,,29
300001217,,,,48
300001218,,,,42
400001219,,,,34
100001220,,,,45
100001221,,,,18
100001222,,,,38
100001223,,,,31
100001224,,,,28
100001225,,,,34
100001226,,,,32
100001227,,,,42
100001228,,,,29
200001229,,,,47
200001230,,,,49
200001231,,,,43
200001232,,,,63
300001233,,,,33
400001234,,,,17
100001235,,,,33
100001236,,,,42
100001237,,,,39
100001238,,,,34
100001239,,,,24
100001240,,,,34
100001241,,,,49
100001242,,,,38
100001243,,,,41
100001244,,,,31
200001245,,,,59
200001246,,,,62
200001247,,,,44
100001248,,,,40
100001249,,,,31
100001250,,,,19
200001251,,,,45
200001252,,,,34
200001253,,,,55
300001254,,,,36
300001255,,,,39
300001256,,,,50
100001257,,,,33
100001258,,,,29
200001259,,,,49
200001260,,,,52
200001261,,,,40
300001262,,,,29
300001263,,,,37
300001264,,,,30
100001265,,,,40
100001266,,,,39
100001267,,,,37
100001268,,,,37
100001269,,,,26
100001270,,,,34
200001271,,,,28
200001272,,,,45
200001273,,,,61
100001274,,,,37
100001275,,,,34
100001276,,,,38
100001277,,,,35
100001278,,,,40
100001279,,,,35
100001280,,,,53
100001281,,,,36
200001282,,,,44
200001283,,,,48
300001284,,,,41
300001285,,,,32
300001286,,,,37
100001287,,,,33
100001288,,,,33
100001289,,,,43
100001290,,,,41
100001291,,,,27
100001292,,,,43
100001293,,,,31
100001294,,,,36
200001295,,,,45
200001296,,,,50
400001297,,,,32
100001298,,,,37
100001299,,,,43
100001300,,,,35
100001301,,,,35
100001302,,,,32
100001303,,,,40
100001304,,,,41
100001305,,,,34
100001306,,,,33
100001307,,,,31
100001308,,,,51
100001309,,,,35
100001310,,,,30
100001311,,,,39
100001312,,,,38
100001313,,,,27
100001314,,,,32
100001315,,,,28
100001316,,,,25
100001317,,,,29
100001318,,,,37
100001319,,,,21
100001320,,,,38
100001321,,,,37
100001322,,,,40
100001323,,,,30
100001324,,,,35
100001325,,,,35
200001326,,,,53
200001327,,,,44
200001328,,,,44
200001329,,,,43
200001330,,,,19
200001331,,,,56
200001332,,,,49
200001333,,,,55
200001334,,,,40
200001335,,,,55
300001336,,,,47
300001337,,,,38
